"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Eloy L.; da Silva A.L.; Filho O.C.; Ghiotti S.","Eloy, Ludivine (25635403500); da Silva, Andréa Leme (57223051747); Filho, Osmar Coelho (58098379800); Ghiotti, Stéphane (25031485200)","25635403500; 57223051747; 58098379800; 25031485200","The Water Frontier: Agribusiness vs. Smallholder Communities in the Brazilian Cerrado","2023","Water Alternatives","16","3","","869","891","22","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178054261&partnerID=40&md5=d611c96959d665dd5ce7c989cfbb7adb","Article","Final","","Scopus","2-s2.0-85178054261"
"Souza F.L.; Lopes O.F.; Santos E.V.; Ribeiro C.","Souza, Fernanda L. (57216410126); Lopes, Osmando F. (55849888900); Santos, Elisama V. (57213395188); Ribeiro, Caue (7201736474)","57216410126; 55849888900; 57213395188; 7201736474","Promoting CO2 electroreduction on boron-doped diamond electrodes: Challenges and trends","2022","Current Opinion in Electrochemistry","32","","100890","","","","12","10.1016/j.coelec.2021.100890","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122010212&doi=10.1016%2fj.coelec.2021.100890&partnerID=40&md5=edf86ed9724e1a3b185b2aec8eac5c85","Review","Final","","Scopus","2-s2.0-85122010212"
"de Oliveira G.P.; de Melo Siqueira L.A.; Calixto G.Q.; de Araújo Melo D.M.; de Freitas Melo M.A.; Pimenta A.S.; Braga R.M.","de Oliveira, Gislane Pinho (58654082400); de Melo Siqueira, Lorena Araújo (58653821600); Calixto, Guilherme Quintela (56764224400); de Araújo Melo, Dulce Maria (57223021069); de Freitas Melo, Marcus Antonio (7102354647); Pimenta, Alexandre Santos (56228389300); Braga, Renata Martins (55210068400)","58654082400; 58653821600; 56764224400; 57223021069; 7102354647; 56228389300; 55210068400","Kinetic study and effect of flash pyrolysis temperature of kraft lignin on the yield of aromatic compounds","2023","Journal of Thermal Analysis and Calorimetry","148","22","","12725","12737","12","3","10.1007/s10973-023-12577-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174400081&doi=10.1007%2fs10973-023-12577-4&partnerID=40&md5=0baa8817d738ae43c37d42e9144f9cae","Article","Final","","Scopus","2-s2.0-85174400081"
"Jeferson de Medeiros F.; Prestrelo de Oliveira C.; Avila-Diaz A.","Jeferson de Medeiros, Felipe (57912065200); Prestrelo de Oliveira, Cristiano (57387167500); Avila-Diaz, Alvaro (57203521778)","57912065200; 57387167500; 57203521778","Evaluation of extreme precipitation climate indices and their projected changes for Brazil: From CMIP3 to CMIP6","2022","Weather and Climate Extremes","38","","100511","","","","32","10.1016/j.wace.2022.100511","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139080480&doi=10.1016%2fj.wace.2022.100511&partnerID=40&md5=7ad2caa2348d0760fdbcb38b5c59d126","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85139080480"
"Cuno J.S.; Bezerra A.A.; Conci A.; Gonçalves L.M.G.","Cuno, Jordan Salas (57212504068); Bezerra, Arthur Andrade (57337603400); Conci, Aura (6701460323); Gonçalves, Luiz M. G. (58069927800)","57212504068; 57337603400; 6701460323; 58069927800","On Granularity Variation of Air Quality Index Vizualization from Sentinel-5","2024","Proceedings of the International Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications","3","","","711","720","9","0","10.5220/0012459000003660","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191317611&doi=10.5220%2f0012459000003660&partnerID=40&md5=b8dcbecf2a2fd17c368e3b01f77894ce","Conference paper","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85191317611"
"Paranaíba J.R.; Aben R.; Barros N.; Quadra G.; Linkhorst A.; Amado A.M.; Brothers S.; Catalán N.; Condon J.; Finlayson C.M.; Grossart H.-P.; Howitt J.; Oliveira Junior E.S.; Keller P.S.; Koschorreck M.; Laas A.; Leigh C.; Marcé R.; Mendonça R.; Muniz C.C.; Obrador B.; Onandia G.; Raymundo D.; Reverey F.; Roland F.; Rõõm E.-I.; Sobek S.; von Schiller D.; Wang H.; Kosten S.","Paranaíba, José R. (57200520737); Aben, Ralf (57014796700); Barros, Nathan (36134270800); Quadra, Gabrielle (57191504487); Linkhorst, Annika (57194496615); Amado, André M. (10244785400); Brothers, Soren (24073084700); Catalán, Núria (55072283100); Condon, Jason (35833306300); Finlayson, Colin M. (7005256846); Grossart, Hans-Peter (6701843345); Howitt, Julia (20436276400); Oliveira Junior, Ernandes S. (57192250789); Keller, Philipp S. (57204667342); Koschorreck, Matthias (6603007904); Laas, Alo (8319628700); Leigh, Catherine (25960170900); Marcé, Rafael (9741665600); Mendonça, Raquel (55445298600); Muniz, Claumir C. (57197080288); Obrador, Biel (16203343100); Onandia, Gabriela (49662111500); Raymundo, Diego (57201195989); Reverey, Florian (57151198000); Roland, Fábio (7003459457); Rõõm, Eva-Ingrid (6507387085); Sobek, Sebastian (7801642570); von Schiller, Daniel (16242925800); Wang, Haijun (55688935100); Kosten, Sarian (26646660400)","57200520737; 57014796700; 36134270800; 57191504487; 57194496615; 10244785400; 24073084700; 55072283100; 35833306300; 7005256846; 6701843345; 20436276400; 57192250789; 57204667342; 6603007904; 8319628700; 25960170900; 9741665600; 55445298600; 57197080288; 16203343100; 49662111500; 57201195989; 57151198000; 7003459457; 6507387085; 7801642570; 16242925800; 55688935100; 26646660400","Cross-continental importance of CH4 emissions from dry inland-waters","2022","Science of the Total Environment","814","","151925","","","","18","10.1016/j.scitotenv.2021.151925","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120650148&doi=10.1016%2fj.scitotenv.2021.151925&partnerID=40&md5=38fa1017022a1551ae2a8956c0823995","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85120650148"
"Blondeel H.; Guillemot J.; Martin-StPaul N.; Druel A.; Bilodeau-Gauthier S.; Bauhus J.; Grossiord C.; Hector A.; Jactel H.; Jensen J.; Messier C.; Muys B.; Serrano-León H.; Auge H.; Barsoum N.; Birhane E.; Bruelheide H.; Cavender-Bares J.; Chu C.; Cumming J.R.; Damtew A.; Eisenhauer N.; Ferlian O.; Fiedler S.; Ganade G.; Godbold D.L.; Gravel D.; Hall J.S.; Hölscher D.; Hulvey K.B.; Koricheva J.; Kreft H.; Lapadat C.; Liang J.; Liu X.; Meredieu C.; Mereu S.; Montgomery R.; Morillas L.; Nock C.; Paquette A.; Parker J.D.; Parker W.C.; Paterno G.B.; Perring M.P.; Ponette Q.; Potvin C.; Reich P.B.; Rentch J.; Rewald B.; Sandén H.; Sinacore K.; Standish R.J.; Stefanski A.; Tobin P.C.; van Breugel M.; Fagundes M.V.; Weih M.; Williams L.J.; Zhou M.; Scherer-Lorenzen M.; Verheyen K.; Baeten L.","Blondeel, Haben (57140751500); Guillemot, Joannès (56644345000); Martin-StPaul, Nicolas (55203650800); Druel, Arsène (56041577100); Bilodeau-Gauthier, Simon (15051683000); Bauhus, Jürgen (7004346894); Grossiord, Charlotte (55004223400); Hector, Andrew (35229762800); Jactel, Hervé (6701803117); Jensen, Joel (57224314153); Messier, Christian (58712453400); Muys, Bart (6701686533); Serrano-León, Hernán (57218161612); Auge, Harald (6602111325); Barsoum, Nadia (6701410589); Birhane, Emiru (36522156300); Bruelheide, Helge (6701704534); Cavender-Bares, Jeannine (6602902751); Chu, Chengjin (8410056900); Cumming, Jonathan R. (7005524287); Damtew, Abebe (57211650681); Eisenhauer, Nico (22939857600); Ferlian, Olga (55220119500); Fiedler, Sebastian (57201677150); Ganade, Gislene (6603305702); Godbold, Douglas L. (23004269500); Gravel, Dominique (12796736600); Hall, Jefferson S. (7407376414); Hölscher, Dirk (7004015391); Hulvey, Kristin B. (6507388926); Koricheva, Julia (6603965312); Kreft, Holger (6701812159); Lapadat, Cathleen (57216229892); Liang, Jingjing (12752815000); Liu, Xiaojuan (55163575500); Meredieu, Céline (6603657977); Mereu, Simone (23098407900); Montgomery, Rebecca (7202664819); Morillas, Lourdes (55250219500); Nock, Charles (24073274000); Paquette, Alain (55907565200); Parker, John D. (56842064100); Parker, William C. (7202344363); Paterno, Gustavo B. (56708321900); Perring, Michael P. (8574187800); Ponette, Quentin (6602717590); Potvin, Catherine (7005297104); Reich, Peter B. (7101895179); Rentch, James (6603215862); Rewald, Boris (26434434200); Sandén, Hans (6603834152); Sinacore, Katherine (56613472900); Standish, Rachel J. (7004429557); Stefanski, Artur (56063298200); Tobin, Patrick C. (35605679500); van Breugel, Michiel (15045862000); Fagundes, Marina Vergara (57202319243); Weih, Martin (55606751600); Williams, Laura J. (7404478133); Zhou, Mo (55448839000); Scherer-Lorenzen, Michael (6603069159); Verheyen, Kris (55158044500); Baeten, Lander (24376142100)","57140751500; 56644345000; 55203650800; 56041577100; 15051683000; 7004346894; 55004223400; 35229762800; 6701803117; 57224314153; 58712453400; 6701686533; 57218161612; 6602111325; 6701410589; 36522156300; 6701704534; 6602902751; 8410056900; 7005524287; 57211650681; 22939857600; 55220119500; 57201677150; 6603305702; 23004269500; 12796736600; 7407376414; 7004015391; 6507388926; 6603965312; 6701812159; 57216229892; 12752815000; 55163575500; 6603657977; 23098407900; 7202664819; 55250219500; 24073274000; 55907565200; 56842064100; 7202344363; 56708321900; 8574187800; 6602717590; 7005297104; 7101895179; 6603215862; 26434434200; 6603834152; 56613472900; 7004429557; 56063298200; 35605679500; 15045862000; 57202319243; 55606751600; 7404478133; 55448839000; 6603069159; 55158044500; 24376142100","Tree diversity reduces variability in sapling survival under drought","2024","Journal of Ecology","112","5","","1164","1180","16","1","10.1111/1365-2745.14294","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189689321&doi=10.1111%2f1365-2745.14294&partnerID=40&md5=0867c1ab98d7049e6c54bf1cd369202d","Article","Final","","Scopus","2-s2.0-85189689321"
"Costa G.B.; Santos E Silva C.M.; Mendes K.R.; Dos Santos J.G.M.; Neves T.T.A.T.; Silva A.S.; Rodrigues T.R.; Silva J.B.; Dalmagro H.J.; Mutti P.R.; Nunes H.G.G.C.; Peres L.V.; Santana R.A.S.; Viana L.B.; Almeida G.V.; Bezerra B.G.; Marques T.V.; Ferreira R.R.; Oliveira C.P.; Gonçalves W.A.; Campos S.; Andrade M.U.G.","Costa, Gabriel B. (57214062255); Santos E Silva, Cláudio M. (57215141564); Mendes, Keila R. (35574046700); Dos Santos, José G. M. (57211916444); Neves, Theomar T. A. T. (57204196463); Silva, Alex S. (57212216269); Rodrigues, Thiago R. (55561013900); Silva, Jonh B. (57209006786); Dalmagro, Higo J. (55508673300); Mutti, Pedro R. (57207758395); Nunes, Hildo G. G. C. (57192250969); Peres, Lucas V. (56611985100); Santana, Raoni A. S. (57190122365); Viana, Losany B. (57798268200); Almeida, Gabriele V. (57798724000); Bezerra, Bergson G. (35931965900); Marques, Thiago V. (57208833213); Ferreira, Rosaria R. (57217137615); Oliveira, Cristiano P. (35067808700); Gonçalves, Weber A. (55075228200); Campos, Suany (57208000017); Andrade, Maria U. G. (57798724100)","57214062255; 57215141564; 35574046700; 57211916444; 57204196463; 57212216269; 55561013900; 57209006786; 55508673300; 57207758395; 57192250969; 56611985100; 57190122365; 57798268200; 57798724000; 35931965900; 57208833213; 57217137615; 35067808700; 55075228200; 57208000017; 57798724100","WUE and CO2 Estimations by Eddy Covariance and Remote Sensing in Different Tropical Biomes","2022","Remote Sensing","14","14","3241","","","","11","10.3390/rs14143241","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134075566&doi=10.3390%2frs14143241&partnerID=40&md5=bfee6a43b62b8b8ad0ebe8d525012474","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85134075566"
"dos Santos A.L.M.; Gonçalves W.A.; Andrade L.D.M.B.; Rodrigues D.T.; Batista F.F.; Lima G.C.; e Silva C.M.S.","dos Santos, Ana Letícia Melo (57858001700); Gonçalves, Weber Andrade (55075228200); Andrade, Lara de Melo Barbosa (57189848395); Rodrigues, Daniele Tôrres (57211345747); Batista, Flávia Ferreira (58863354200); Lima, Gizelly Cardoso (58956645800); e Silva, Cláudio Moisés Santos (57885708300)","57858001700; 55075228200; 57189848395; 57211345747; 58863354200; 58956645800; 57885708300","Space–Time Characterization of Extreme Precipitation Indices for the Semiarid Region of Brazil","2024","Climate","12","3","43","","","","0","10.3390/cli12030043","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188691124&doi=10.3390%2fcli12030043&partnerID=40&md5=0ac5e268f0f213e37f038ca6d9881d78","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85188691124"
"Tavares J.C.; Lucena L.F.L.; Henriques G.F.; Ferreira R.L.S.; dos Anjos M.A.S.","Tavares, Jennef C. (57561812500); Lucena, Luciana F.L. (57813520600); Henriques, Glauco F. (57556929600); Ferreira, Ruan L.S. (57224946123); dos Anjos, Marcos A.S. (51565394700)","57561812500; 57813520600; 57556929600; 57224946123; 51565394700","Use of banana leaf ash as partial replacement of Portland cement in eco-friendly concretes","2022","Construction and Building Materials","346","","128467","","","","15","10.1016/j.conbuildmat.2022.128467","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134565676&doi=10.1016%2fj.conbuildmat.2022.128467&partnerID=40&md5=8942d50da43d11e7d439247dd07a446b","Article","Final","","Scopus","2-s2.0-85134565676"
"da Silva M.L.; de Oliveira C.P.; Santos e Silva C.M.; de Araújo J.M.","da Silva, Maria Leidinice (57201798090); de Oliveira, Cristiano Prestrelo (35067808700); Santos e Silva, Cláudio Moisés (57215141564); de Araújo, João Medeiros (57213245421)","57201798090; 35067808700; 57215141564; 57213245421","Dynamic downscaling of climate simulations and projected changes in tropical South America using RegCM4.7","2023","International Journal of Climatology","43","7","","3391","3415","24","6","10.1002/joc.8035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148503411&doi=10.1002%2fjoc.8035&partnerID=40&md5=5e375b2dfe723f965737cf842aa91827","Article","Final","","Scopus","2-s2.0-85148503411"
"Almeida M.C.P.D.S.; Silva J.E.D.; Batista W.G.D.S.; Alves J.L.F.; Melo D.M.D.A.; Pimenta A.S.; Braga R.M.","Almeida, Marcela Cristina Pereira dos Santos (59003620600); Silva, Janduir Egito da (57207816866); Batista, Willame Gomes da Silva (59003366600); Alves, José Luiz Francisco (57193858548); Melo, Dulce Maria de Araújo (9841064200); Pimenta, Alexandre Santos (56228389300); Braga, Renata Martins (55210068400)","59003620600; 57207816866; 59003366600; 57193858548; 9841064200; 56228389300; 55210068400","Valorization of Wood Residues from Vegetation Suppression during Wind Energy Plant Implementation and Its Potential for Renewable Phenolic Compounds through Flash Pyrolysis: A Case Study in Northeast Brazil’s Semi-Arid Region","2024","Forests","15","4","621","","","","0","10.3390/f15040621","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191362574&doi=10.3390%2ff15040621&partnerID=40&md5=57904d8eb3040130cf03bcbc3f469663","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85191362574"
"da Silva M.L.; de Oliveira C.P.; e Silva C.M.S.; de Araújo J.M.","da Silva, Maria Leidinice (57201798090); de Oliveira, Cristiano Prestrelo (35067808700); e Silva, Cláudio Moisés Santos (57885708300); de Araújo, João Medeiros (57213245421)","57201798090; 35067808700; 57885708300; 57213245421","Analysis of climate extremes indices in tropical South America through the RegCM4.7","2023","International Journal of Climatology","43","10","","4506","4531","25","2","10.1002/joc.8100","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159079042&doi=10.1002%2fjoc.8100&partnerID=40&md5=1260eb12e016bd03815fab94731a49d3","Article","Final","","Scopus","2-s2.0-85159079042"
"Bordin K.M.; Esquivel-Muelbert A.; Klipel J.; Picolotto R.C.; Bergamin R.S.; da Silva A.C.; Higuchi P.; Capellesso E.S.; Marques M.C.M.; Souza A.F.; Müller S.C.","Bordin, Kauane Maiara (57209782254); Esquivel-Muelbert, Adriane (57189631886); Klipel, Joice (57212865516); Picolotto, Rayana Caroline (57216258647); Bergamin, Rodrigo Scarton (35408547000); da Silva, Ana Carolina (15921937100); Higuchi, Pedro (23972976500); Capellesso, Elivane Salete (56993833900); Marques, Márcia Cristina Mendes (14826751200); Souza, Alexandre F. (7103402648); Müller, Sandra Cristina (55457156700)","57209782254; 57189631886; 57212865516; 57216258647; 35408547000; 15921937100; 23972976500; 56993833900; 14826751200; 7103402648; 55457156700","No relationship between biodiversity and forest carbon sink across the subtropical Brazilian Atlantic Forest","2023","Perspectives in Ecology and Conservation","21","2","","112","120","8","5","10.1016/j.pecon.2023.02.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150370020&doi=10.1016%2fj.pecon.2023.02.003&partnerID=40&md5=9a5a71cdfb0dbd14732d3e989079df3f","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85150370020"
"Araújo P.H.M.; Santana J.K.S.; Sassi R.; da Costa D.C.; Antoniosi Filho N.R.; Cordeiro A.M.T.M.; Gondim A.D.; Santos N.A.","Araújo, Pedro H. M. (57211204059); Santana, Jordana K. S. (57221948485); Sassi, Roberto (7003543791); da Costa, Dayane C. (56072341100); Antoniosi Filho, Nelson R. (6507121702); Cordeiro, Angela M. T M. (54408226900); Gondim, Amanda D. (6507576352); Santos, Nataly A. (16040194800)","57211204059; 57221948485; 7003543791; 56072341100; 6507121702; 54408226900; 6507576352; 16040194800","Renewable source hydrocarbons obtaining from microalgae by catalytic deoxygenation","2022","Biomass Conversion and Biorefinery","12","5","","1575","1582","7","2","10.1007/s13399-021-01353-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100805835&doi=10.1007%2fs13399-021-01353-9&partnerID=40&md5=7504c80df3c6ef5bc35b340d36d46769","Article","Final","","Scopus","2-s2.0-85100805835"
"de Sousa Castro K.; de Morais Araujo A.M.; de Medeiros Batista A.C.; Fernandes Júnior V.J.; Castella Pergher S.B.; Gondim A.D.","de Sousa Castro, Karoline (57221854640); de Morais Araujo, Aruzza Mabel (57204521706); de Medeiros Batista, Alyxandra Carla (57222320794); Fernandes Júnior, Valter José (58046674500); Castella Pergher, Sibele Berenice (57535994900); Gondim, Amanda Duarte (6507576352)","57221854640; 57204521706; 57222320794; 58046674500; 57535994900; 6507576352","K2O SUPORTADO EM ZEÓLITA NATURAL: SÍNTESE, CARACTERIZAÇÃO E APLICAÇÃO PRODUÇÃO DE BIODIESEL A PARTIR DO ÓLEO DE GIRASSOL","2022","Quimica Nova","45","7","","807","815","8","0","10.21577/0100-4042.20170890","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145947424&doi=10.21577%2f0100-4042.20170890&partnerID=40&md5=63f1b57924d87755cc7a95b70d2eaec5","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85145947424"
"Bezerra J.K.A.; da Silva R.R.; de Barros Neto E.L.; de Medeiros G.G.; Duarte L.J.N.; de Oliveira H.N.M.","Bezerra, J.K.A. (57216508181); da Silva, R.R. (59175794000); de Barros Neto, E.L. (57226546272); de Medeiros, G.G. (58522192500); Duarte, L.J.N. (59175922300); de Oliveira, H.N.M. (57223021184)","57216508181; 59175794000; 57226546272; 58522192500; 59175922300; 57223021184","Evaluation of the Effect of Ethyl Alcohol Content In A Ternary Ethanol/Biodiesel/Diesel System","2024","International Journal of Thermodynamics","27","2","","19","26","7","0","10.5541/ijot.1372558","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196199389&doi=10.5541%2fijot.1372558&partnerID=40&md5=898f2277f09eb91ad7907dc6d4d20891","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85196199389"
"Bezerra G.G.; de Queiroz M.G.C.; de Oliveira M.A.A.; Marinho E.P.; Lima N.B.; da Nóbrega A.C.V.","Bezerra, G.G. (58773710900); de Queiroz, M.G.C. (57326480300); de Oliveira, M.A.A. (58773870400); Marinho, E.P. (7003317800); Lima, N.B. (6603240842); da Nóbrega, A.C.V. (44060970800)","58773710900; 57326480300; 58773870400; 7003317800; 6603240842; 44060970800","Reuse of algaroba wood ash as an alternative limestone filler in the development of LC3 cement; [Reuso de cinza de lenha de algaroba como fíler calcário alternativo no desenvolvimento de cimento LC3]","2023","Ceramica","69","391","","224","232","8","0","10.1590/0366-69132023693913452","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180345183&doi=10.1590%2f0366-69132023693913452&partnerID=40&md5=4e39bf6aa72875f9b68cc555bb7f6dd4","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85180345183"
"Inagaki K.Y.; Longo G.O.","Inagaki, Kelly Yumi (57211678373); Longo, Guilherme Ortigara (54979475700)","57211678373; 54979475700","Revisiting 20 years of coral–algal interactions: global patterns and knowledge gaps","2024","Coral Reefs","","","","","","","0","10.1007/s00338-024-02513-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196913464&doi=10.1007%2fs00338-024-02513-9&partnerID=40&md5=230225b053ad58340c7aaeaab34b3d84","Review","Article in press","","Scopus","2-s2.0-85196913464"
"Souza Filho P.F.","Souza Filho, Pedro F. (57201022324)","57201022324","Fungal protein","2022","Advances in Food and Nutrition Research","101","","","153","179","26","3","10.1016/bs.afnr.2022.04.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133868403&doi=10.1016%2fbs.afnr.2022.04.003&partnerID=40&md5=0713691d20f743baf26e1a327e757dfa","Book chapter","Final","","Scopus","2-s2.0-85133868403"
"Silva I.D.M.; Medeiros D.M.; Sakamoto M.S.; Leal J.B.V., Jr.; Mendes D.; Ambrizzi T.","Silva, Isamara de Mendonça (57218121575); Medeiros, Deusdedit Monteiro (57191906851); Sakamoto, Meiry Sayuri (57208083053); Leal, João Bosco Verçosa (58040621600); Mendes, David (56262897700); Ambrizzi, Tercio (6602469258)","57218121575; 57191906851; 57208083053; 58040621600; 56262897700; 6602469258","Evaluating homogeneity and trends in extreme daily precipitation indices in a semiarid region of Brazil","2022","Frontiers in Earth Science","10","","1071128","","","","3","10.3389/feart.2022.1071128","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145456736&doi=10.3389%2ffeart.2022.1071128&partnerID=40&md5=537badc60380ab696af0b92cbcc27fe4","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85145456736"
"de Lima Ferreira I.M.; de Araújo N.K.C.; de Melo Queiroz G.S.; de Medeiros Batista A.C.; de Melo Viana G.A.C.; de Carvalho Galvão L.P.F.; de Morais Araujo A.M.; Gondim A.D.","de Lima Ferreira, Isabelle Mariane (57204057721); de Araújo, Nayonara Karolynne Costa (58628594600); de Melo Queiroz, Gabriella Sousa (58628594700); de Medeiros Batista, Alyxandra Carla (57222320794); de Melo Viana, Graco Aurelio Camara (58629624500); de Carvalho Galvão, Luzia Patrícia Fernandes (36952904400); de Morais Araujo, Aruzza Mabel (57204521706); Gondim, Amanda Duarte (6507576352)","57204057721; 58628594600; 58628594700; 57222320794; 58629624500; 36952904400; 57204521706; 6507576352","Study of thermal decomposition of microalgae biomass pretreated by acetylation for biofuel production","2023","Journal of Thermal Analysis and Calorimetry","148","21","","11825","11833","8","0","10.1007/s10973-023-12476-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172988222&doi=10.1007%2fs10973-023-12476-8&partnerID=40&md5=12b4eedda5b336c4f019918646ec4688","Article","Final","","Scopus","2-s2.0-85172988222"
"Guedes G.; Andrade L.D.M.B.; Silva C.M.S.E.; Noronha K.V.M.D.S.; Rodrigues D.; Martins A.S.F.S.","Guedes, Gilvan (34771495900); Andrade, Lara de Melo Barbosa (57189848395); Silva, Cláudio Moises Santos e (57215141564); Noronha, Kenya Valéria Micaela de Souza (26027097700); Rodrigues, Daniele (57211345747); Martins, Albert Smith Feitosa Suassuna (57330721300)","34771495900; 57189848395; 57215141564; 26027097700; 57211345747; 57330721300","Profiling sociodemographic attributes and extreme precipitation events as mediators of climate-induced disasters in municipalities in the state of Minas Gerais, Brazil","2023","Frontiers in Human Dynamics","5","","1138277","","","","0","10.3389/fhumd.2023.1138277","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177881481&doi=10.3389%2ffhumd.2023.1138277&partnerID=40&md5=866303715cf72fd6076b164a6c98c2a6","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85177881481"
"de Oliveira-Júnior J.F.; Shah M.; Abbas A.; Correia Filho W.L.F.; Silva Junior C.A.D.; Santiago D.B.; Teodoro P.E.; Mendes D.; Souza A.; Aviv-Sharon E.; Silveira V.R.; Pimentel L.C.G.; da Silva E.B.; Haq M.A.; Khan I.; Mohamed A.; Attia E.-A.","de Oliveira-Júnior, José Francisco (50061738900); Shah, Munawar (56970340300); Abbas, Ayesha (57214515907); Correia Filho, Washington Luiz Félix (57194780146); Silva Junior, Carlos Antonio da (57216954454); Santiago, Dimas de Barros (57209330594); Teodoro, Paulo Eduardo (55992461900); Mendes, David (56262897700); Souza, Amaury de (16177625500); Aviv-Sharon, Elinor (57204137469); Silveira, Vagner Reis (57742399200); Pimentel, Luiz Claudio Gomes (7004341253); da Silva, Elania Barros (57195903041); Haq, Mohd Anul (56041027200); Khan, Ilyas (55566827000); Mohamed, Abdullah (57213606201); Attia, El-Awady (55212662000)","50061738900; 56970340300; 57214515907; 57194780146; 57216954454; 57209330594; 55992461900; 56262897700; 16177625500; 57204137469; 57742399200; 7004341253; 57195903041; 56041027200; 55566827000; 57213606201; 55212662000","Spatiotemporal Analysis of Fire Foci and Environmental Degradation in the Biomes of Northeastern Brazil","2022","Sustainability (Switzerland)","14","11","6935","","","","12","10.3390/su14116935","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132042717&doi=10.3390%2fsu14116935&partnerID=40&md5=0504da3e98a5af6795e8e1ea6715ac5d","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85132042717"
"Mendes K.R.; Batista-Silva W.; Dias-Pereira J.; Pereira M.P.S.; Souza E.V.; Serrão J.E.; Granja J.A.A.; Pereira E.C.; Gallacher D.J.; Mutti P.R.; da Silva D.T.C.; de Souza Júnior R.S.; Costa G.B.; Bezerra B.G.; Silva C.M.S.; Pompelli M.F.","Mendes, Keila Rêgo (35574046700); Batista-Silva, Willian (57202844795); Dias-Pereira, Jaqueline (57203459599); Pereira, Marcos P. S. (57665948300); Souza, Eliane V. (57419245800); Serrão, José E. (7006430143); Granja, João A. A. (55383118000); Pereira, Eugênia C. (7202834276); Gallacher, David J. (13410426600); Mutti, Pedro R. (57207758395); da Silva, Duany T. C. (57221679194); de Souza Júnior, Rogério S. (57419424100); Costa, Gabriel B. (57214062255); Bezerra, Bergson G. (35931965900); Silva, Cláudio M. Santos e (57215141564); Pompelli, Marcelo F. (13406673300)","35574046700; 57202844795; 57203459599; 57665948300; 57419245800; 7006430143; 55383118000; 7202834276; 13410426600; 57207758395; 57221679194; 57419424100; 57214062255; 35931965900; 57215141564; 13406673300","Leaf plasticity across wet and dry seasons in Croton blanchetianus (Euphorbiaceae) at a tropical dry forest","2022","Scientific Reports","12","1","954","","","","10","10.1038/s41598-022-04958-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123165167&doi=10.1038%2fs41598-022-04958-w&partnerID=40&md5=f8eea706f973b00429430910abee8bb8","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85123165167"
