"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Cobelo I.; Castelhano F.J.; Borge R.; Roig H.L.; Adams M.; Amini H.; Koutrakis P.; Réquia W.J.","Cobelo, Igor (57703714700); Castelhano, Francisco Jablinski (57188769268); Borge, Rafael (23096861400); Roig, Henrique L. (23028740300); Adams, Matthew (55454017600); Amini, Heresh (57202568400); Koutrakis, Petros (7005322431); Réquia, Weeberb J. (57220668114)","57703714700; 57188769268; 23096861400; 23028740300; 55454017600; 57202568400; 7005322431; 57220668114","The impact of wildfires on air pollution and health across land use categories in Brazil over a 16-year period","2023","Environmental Research","224","","115522","","","","15","10.1016/j.envres.2023.115522","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148886026&doi=10.1016%2fj.envres.2023.115522&partnerID=40&md5=052f202c71f4f1969799cb458d93b03c","Article","Final","","Scopus","2-s2.0-85148886026"
"Braga-Pereira F.; Mayor P.; Morcatty T.Q.; Pérez-Peña P.E.; Bowler M.T.; de Mattos Vieira M.A.R.; Alves R.R.D.N.; Fa J.E.; Peres C.A.; Tavares A.S.; Mere-Roncal C.; González-Crespo C.; Bertsch C.; Rodriguez C.R.; Bardales-Alvites C.; von Muhlen E.; Paim F.P.; Tamayo J.S.; Valsecchi J.; Gonçalves J.; Torres-Oyarce L.; Lemos L.P.; Gilmore M.P.; Correa M.A.; Perez N.C.A.; Puertas P.; El Bizri H.R.","Braga-Pereira, Franciany (57195758180); Mayor, Pedro (7003985772); Morcatty, Thais Q. (55939284000); Pérez-Peña, Pedro E. (35519942400); Bowler, Mark T. (35104374000); de Mattos Vieira, Marina A. R. (57054897800); Alves, Rômulo Romeu da Nóbrega (35608472400); Fa, Julia E. (58894778400); Peres, Carlos A. (7005085103); Tavares, Aline S. (57206772445); Mere-Roncal, Carla (57201091360); González-Crespo, Carlos (57118166700); Bertsch, Carolina (57360925100); Rodriguez, Claudia Ramos (57360487400); Bardales-Alvites, Claudio (57361068300); von Muhlen, Eduardo (56986595600); Paim, Fernanda Pozzan (55904993400); Tamayo, Jhancy Segura (57360055000); Valsecchi, João (35316189900); Gonçalves, Jonas (57204781321); Torres-Oyarce, Leon (57360925200); Lemos, Lísley Pereira (57204768047); Gilmore, Michael P. (54791052000); Correa, Miguel Antúnez (58640007300); Perez, Natalia Carolina Angulo (57360487500); Puertas, Pablo (6507965254); El Bizri, Hani R. (55939332500)","57195758180; 7003985772; 55939284000; 35519942400; 35104374000; 57054897800; 35608472400; 58894778400; 7005085103; 57206772445; 57201091360; 57118166700; 57360925100; 57360487400; 57361068300; 56986595600; 55904993400; 57360055000; 35316189900; 57204781321; 57360925200; 57204768047; 54791052000; 58640007300; 57360487500; 6507965254; 55939332500","Predicting animal abundance through local ecological knowledge: An internal validation using consensus analysis","2024","People and Nature","6","2","","535","547","12","0","10.1002/pan3.10587","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189637264&doi=10.1002%2fpan3.10587&partnerID=40&md5=9fd8e07f2da94e1ec1eba9121a4e1d0e","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85189637264"
"Pinto M.P.; Beltrão-Mendes R.; Talebi M.; de Lima A.A.","Pinto, Míriam Plaza (35726009200); Beltrão-Mendes, Raone (57197467879); Talebi, Maurício (12786375200); de Lima, Adriana Almeida (56804536400)","35726009200; 57197467879; 12786375200; 56804536400","Primates facing climate crisis in a tropical forest hotspot will lose climatic suitable geographical range","2023","Scientific Reports","13","1","641","","","","8","10.1038/s41598-022-26756-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146195187&doi=10.1038%2fs41598-022-26756-0&partnerID=40&md5=c6f17987766a80d076bee5227afac303","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85146195187"
"Stegmann L.F.; França F.M.; Carvalho R.L.; Barlow J.; Berenguer E.; Castello L.; Juen L.; Baccaro F.B.; Vieira I.C.G.; Nunes C.A.; Oliveira R.; Venticinque E.M.; Schietti J.; Ferreira J.","Stegmann, Lis F. (57194619845); França, Filipe M. (55175154700); Carvalho, Raquel L. (57194680887); Barlow, Jos (7402197897); Berenguer, Erika (54683478200); Castello, Leandro (6602848428); Juen, Leandro (15845750000); Baccaro, Fabrício B. (26433143300); Vieira, Ima Célia Guimarães (7003391442); Nunes, Cássio Alencar (57190028702); Oliveira, Rodrigo (57193925702); Venticinque, Eduardo M. (6505876898); Schietti, Juliana (35345799100); Ferreira, Joice (18436550200)","57194619845; 55175154700; 57194680887; 7402197897; 54683478200; 6602848428; 15845750000; 26433143300; 7003391442; 57190028702; 57193925702; 6505876898; 35345799100; 18436550200","Brazilian public funding for biodiversity research in the Amazon","2024","Perspectives in Ecology and Conservation","22","1","","1","7","6","1","10.1016/j.pecon.2024.01.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183571681&doi=10.1016%2fj.pecon.2024.01.003&partnerID=40&md5=73e8cb1f0cba9518c8e1149a86ea231b","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85183571681"
"Ferreira R.G.; Ruiz-Miranda C.; Sita S.; Sánchez-López S.; Pissinatti A.; Corte S.; Jerusalinsky L.; Wagner P.G.; Maas C.","Ferreira, R.G. (24450176800); Ruiz-Miranda, C. (6602849932); Sita, S. (58246251500); Sánchez-López, S. (25959355800); Pissinatti, A. (6701750115); Corte, S. (57205629627); Jerusalinsky, L. (35332252900); Wagner, P.G. (59028034800); Maas, C. (58246023800)","24450176800; 6602849932; 58246251500; 25959355800; 6701750115; 57205629627; 35332252900; 59028034800; 58246023800","Primates under human care in developing countries: Examples from Latin America","2023","Nonhuman Primate Welfare: From History, Science, and Ethics to Practice","","","","145","168","23","7","10.1007/978-3-030-82708-3_7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159107988&doi=10.1007%2f978-3-030-82708-3_7&partnerID=40&md5=40330f8edac3fb95882d15eaf4a4ea35","Book chapter","Final","","Scopus","2-s2.0-85159107988"
"Cardoso V.R.D.S.; Lucas A.G.; Moreira J.T.; de Sousa A.M.; Moreira W.A.; de Oliveira C.M.S.A.; Silva F.S.D.; Kramer D.G.","Cardoso, Valdenia Regis De Souza (58189007900); Lucas, Agglaika Gomes (58188659200); Moreira, Juliana Teixeira (58188836800); de Sousa, Anésio Mendes (57377985800); Moreira, Wislayne Aires (57798275100); de Oliveira, Cristiely Maria de Sousa Alves (58189346100); Silva, Fábia Souza da (58188836900); Kramer, Dany Geraldo (57193206737)","58189007900; 58188659200; 58188836800; 57377985800; 57798275100; 58189346100; 58188836900; 57193206737","Electronic waste and the risks to human and environmental health: a bibliographical review","2023","Tanzania Journal of Health Research","24","2","","31","36","5","0","10.4314/thrb.v24i2.3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152964245&doi=10.4314%2fthrb.v24i2.3&partnerID=40&md5=7142aa2afd8a86659a3891ca031f2346","Article","Final","","Scopus","2-s2.0-85152964245"
"Braga-Pereira F.; Morcatty T.Q.; El Bizri H.R.; Tavares A.S.; Mere-Roncal C.; González-Crespo C.; Bertsch C.; Rodriguez C.R.; Bardales-Alvites C.; von Mühlen E.M.; Bernárdez-Rodríguez G.F.; Paim F.P.; Tamayo J.S.; Valsecchi J.; Gonçalves J.; Torres-Oyarce L.; Lemos L.P.; de Mattos Vieira M.A.R.; Bowler M.; Gilmore M.P.; Perez N.C.A.; da Nóbrega Alves R.R.; Peres C.A.; E. Pérez-Peña P.; Mayor P.","Braga-Pereira, Franciany (57195758180); Morcatty, Thais Q. (55939284000); El Bizri, Hani R. (55939332500); Tavares, Aline S. (57206772445); Mere-Roncal, Carla (57201091360); González-Crespo, Carlos (57118166700); Bertsch, Carolina (57360925100); Rodriguez, Claudia Ramos (57360487400); Bardales-Alvites, Claudio (57361068300); von Mühlen, Eduardo M. (56986595600); Bernárdez-Rodríguez, Galicia Fernanda (57327090900); Paim, Fernanda Pozzan (55904993400); Tamayo, Jhancy Segura (57360055000); Valsecchi, João (35316189900); Gonçalves, Jonas (57204781321); Torres-Oyarce, Leon (57360925200); Lemos, Lísley Pereira (57204768047); de Mattos Vieira, Marina A. R. (57054897800); Bowler, Mark (35104374000); Gilmore, Michael P. (54791052000); Perez, Natalia Carolina Angulo (57360487500); da Nóbrega Alves, Rômulo Romeu (35608472400); Peres, Carlos A. (7005085103); E. Pérez-Peña, Pedro (57360346600); Mayor, Pedro (7003985772)","57195758180; 55939284000; 55939332500; 57206772445; 57201091360; 57118166700; 57360925100; 57360487400; 57361068300; 56986595600; 57327090900; 55904993400; 57360055000; 35316189900; 57204781321; 57360925200; 57204768047; 57054897800; 35104374000; 54791052000; 57360487500; 35608472400; 7005085103; 57360346600; 7003985772","Congruence of local ecological knowledge (LEK)-based methods and line-transect surveys in estimating wildlife abundance in tropical forests","2022","Methods in Ecology and Evolution","13","3","","743","756","13","31","10.1111/2041-210X.13773","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120476153&doi=10.1111%2f2041-210X.13773&partnerID=40&md5=fcfc5922f398620db3d7ee834fef499c","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85120476153"
"Fachinello M.C.; Romero J.H.C.; de Castro W.A.C.","Fachinello, Maria Cecilia (57954660100); Romero, Jair Hernando Castro (57216791098); de Castro, Wagner Antonio Chiba (37112043500)","57954660100; 57216791098; 37112043500","Defining invasive species and demonstrating impacts of biological invasions: a scientometric analysis of studies on invasive alien plants in Brazil over the past 20 years","2022","NeoBiota","76","","","13","24","11","3","10.3897/neobiota.76.85881","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140005328&doi=10.3897%2fneobiota.76.85881&partnerID=40&md5=765eb7cab4077c0dcdb5b5820f598988","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85140005328"
"Marques N.; Fazito M.; Cunha A.","Marques, Nayara (57223856578); Fazito, Mozart (57003572600); Cunha, André (10044834800)","57223856578; 57003572600; 10044834800","Tourism development discourse dynamics in a context of conflicts between mining and nature conservation in the Brazilian Cerrado Hotspot","2022","Journal of Sustainable Tourism","30","11","","2574","2594","20","3","10.1080/09669582.2021.1914066","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106329546&doi=10.1080%2f09669582.2021.1914066&partnerID=40&md5=72015407b1797291a823ba37a3779070","Article","Final","","Scopus","2-s2.0-85106329546"
"Farjalla V.F.; Pires A.P.F.; Agostinho A.A.; Amado A.M.; Bozelli R.L.; Dias B.F.S.; Dib V.; Faria B.M.; Figueiredo A.; Gomes E.A.T.; Lima Â.J.R.; Mormul R.P.; Ometto J.P.H.B.; Panosso R.; Ribeiro M.C.L.B.; Rodriguez D.A.; Sabino J.; Scofield V.; Scarano F.R.","Farjalla, Vinicius F. (6506046461); Pires, Aliny P. F. (35119504500); Agostinho, Angelo A. (8614711600); Amado, André M. (10244785400); Bozelli, Reinaldo L. (6602286591); Dias, Braulio F. S. (55761722400); Dib, Viviane (54419827100); Faria, Bias M. (6506476518); Figueiredo, Andrea (57383085500); Gomes, Eli A. T. (57382864400); Lima, Ângelo J.R. (57382638800); Mormul, Roger P. (15923319400); Ometto, Jean P. H. B. (8532367000); Panosso, Renata (6507560049); Ribeiro, Mauro C. L. B. (57383522700); Rodriguez, Daniel A. (55574233115); Sabino, José (36901674400); Scofield, Vinicius (37113135900); Scarano, Fabio R. (7005768098)","6506046461; 35119504500; 8614711600; 10244785400; 6602286591; 55761722400; 54419827100; 6506476518; 57383085500; 57382864400; 57382638800; 15923319400; 8532367000; 6507560049; 57383522700; 55574233115; 36901674400; 37113135900; 7005768098","Turning Water Abundance Into Sustainability in Brazil","2021","Frontiers in Environmental Science","9","","727051","","","","4","10.3389/fenvs.2021.727051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121650266&doi=10.3389%2ffenvs.2021.727051&partnerID=40&md5=acedfc77a9bedf631ab7bacdc943fea8","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85121650266"
"Marques A.O.; de Sousa A.N.; Bernardes V.P.; Bernardo C.H.; Reis D.M.; Godoy A.T.; Fransozo A.","Marques, Alexandre Oliveira (57220063204); de Sousa, Aline Nonato (57190123111); Bernardes, Veronica Pereira (57190127082); Bernardo, Camila Hipolito (57190125942); Reis, Danielle Monique (57217092070); Godoy, Amanda Thaís (57224802295); Fransozo, Adilson (6701728951)","57220063204; 57190123111; 57190127082; 57190125942; 57217092070; 57224802295; 6701728951","Evaluation of caridean ecological distribution in the Ubatuba region, southeastern Brazilian coast using unsupervised machine learning technique","2021","Marine Ecology","42","5","e12673","","","","1","10.1111/maec.12673","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111745362&doi=10.1111%2fmaec.12673&partnerID=40&md5=49d6977e9e6d8885440eab2f72593467","Article","Final","","Scopus","2-s2.0-85111745362"
"Freire R.C.D.M.; Barbosa T.D.M.; Jales J.T.; Ximenes M.D.F.F.D.M.; Corte R.L.; Gama R.A.","Freire, Renato César de Melo (57218277348); Barbosa, Taciano de Moura (56684644300); Jales, Jéssica Teixeira (57203783308); Ximenes, Maria de Fátima Freire de Melo (57195538903); Corte, Roseli La (35492682300); Gama, Renata Antonaci (12753276400)","57218277348; 56684644300; 57203783308; 57195538903; 35492682300; 12753276400","Ecological aspects of mosquitoes (Diptera: Culicidae) in a fragment of seasonal dry tropical forest (Caatinga) in Brazil","2021","Journal of Arid Environments","190","","104528","","","","5","10.1016/j.jaridenv.2021.104528","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105318159&doi=10.1016%2fj.jaridenv.2021.104528&partnerID=40&md5=a11d7bd1939a5e04d77aebd7bb7c05a3","Article","Final","","Scopus","2-s2.0-85105318159"
"de Pádua J.A.R.; Rocha L.F.; Brandão M.M.; de Almeida Vieira F.; de Carvalho D.","de Pádua, Joelma Aparecida Rabelo (57225014601); Rocha, Lucas Fernandes (57208758102); Brandão, Murilo Malveira (53863083000); de Almeida Vieira, Fábio (57220478829); de Carvalho, Dulcinéia (35110897900)","57225014601; 57208758102; 53863083000; 57220478829; 35110897900","Title: priority areas for genetic conservation of Eremanthus erythropappus (DC.) MacLeish in Brazil","2021","Genetic Resources and Crop Evolution","68","6","","2483","2494","11","8","10.1007/s10722-021-01144-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107856802&doi=10.1007%2fs10722-021-01144-1&partnerID=40&md5=a4f2665d77ea2cec68b4f3c7b4c5ba28","Article","Final","","Scopus","2-s2.0-85107856802"
"Scabin A.B.; Peres C.A.","Scabin, Andressa B. (55212323000); Peres, Carlos A. (7005085103)","55212323000; 7005085103","Hunting pressure modulates the composition and size structure of terrestrial and arboreal vertebrates in Amazonian forests","2021","Biodiversity and Conservation","30","12","","3613","3632","19","20","10.1007/s10531-021-02266-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111913143&doi=10.1007%2fs10531-021-02266-9&partnerID=40&md5=63714e195cd2f614f7e7e51adac54b58","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85111913143"
"Messier C.; Bauhus J.; Sousa-Silva R.; Auge H.; Baeten L.; Barsoum N.; Bruelheide H.; Caldwell B.; Cavender-Bares J.; Dhiedt E.; Eisenhauer N.; Ganade G.; Gravel D.; Guillemot J.; Hall J.S.; Hector A.; Hérault B.; Jactel H.; Koricheva J.; Kreft H.; Mereu S.; Muys B.; Nock C.A.; Paquette A.; Parker J.D.; Perring M.P.; Ponette Q.; Potvin C.; Reich P.B.; Scherer-Lorenzen M.; Schnabel F.; Verheyen K.; Weih M.; Wollni M.; Zemp D.C.","Messier, Christian (57204299936); Bauhus, Jürgen (7004346894); Sousa-Silva, Rita (56440288000); Auge, Harald (6602111325); Baeten, Lander (24376142100); Barsoum, Nadia (6701410589); Bruelheide, Helge (6701704534); Caldwell, Benjamin (57226065037); Cavender-Bares, Jeannine (6602902751); Dhiedt, Els (57208646112); Eisenhauer, Nico (22939857600); Ganade, Gislene (6603305702); Gravel, Dominique (12796736600); Guillemot, Joannès (56644345000); Hall, Jefferson S. (7407376414); Hector, Andrew (35229762800); Hérault, Bruno (8715617900); Jactel, Hervé (6701803117); Koricheva, Julia (6603965312); Kreft, Holger (6701812159); Mereu, Simone (23098407900); Muys, Bart (6701686533); Nock, Charles A. (24073274000); Paquette, Alain (55907565200); Parker, John D. (56842064100); Perring, Michael P. (8574187800); Ponette, Quentin (6602717590); Potvin, Catherine (7005297104); Reich, Peter B. (7101895179); Scherer-Lorenzen, Michael (6603069159); Schnabel, Florian (57194869743); Verheyen, Kris (55158044500); Weih, Martin (55606751600); Wollni, Meike (6504362806); Zemp, Delphine Clara (56449397700)","57204299936; 7004346894; 56440288000; 6602111325; 24376142100; 6701410589; 6701704534; 57226065037; 6602902751; 57208646112; 22939857600; 6603305702; 12796736600; 56644345000; 7407376414; 35229762800; 8715617900; 6701803117; 6603965312; 6701812159; 23098407900; 6701686533; 24073274000; 55907565200; 56842064100; 8574187800; 6602717590; 7005297104; 7101895179; 6603069159; 57194869743; 55158044500; 55606751600; 6504362806; 56449397700","For the sake of resilience and multifunctionality, let's diversify planted forests!","2022","Conservation Letters","15","1","e12829","","","","165","10.1111/conl.12829","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110288510&doi=10.1111%2fconl.12829&partnerID=40&md5=309c007145c40a959a039553e50d3b9d","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85110288510"
"Rodrigues J.G.V.; Moreira S.A.; Freire E.M.X.","Rodrigues, Juliana Garcia Vidal (57203753008); Moreira, Sueli Aparecida (55421303300); Freire, Eliza Maria Xavier (7103410176)","57203753008; 55421303300; 7103410176","Analysis of compliance with legal requirements in favor of the implementation of the Northeast Atlantic Forest Conservation Unit; [Análise do cumprimento dos requisitos legais em prol da implementação de unidade de conservação em mata atlântica nordestina]","2022","Revista de Direito Economico e Socioambiental","13","1","","153","181","28","0","10.7213/revdireconsoc.v13i1.26601","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149557339&doi=10.7213%2frevdireconsoc.v13i1.26601&partnerID=40&md5=24ececc497ba0bb9773d86ad60b9d48c","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85149557339"
"Ribeiro A.R.; Damasio L.M.A.; Silvano R.A.M.","Ribeiro, Ariane R. (55882559800); Damasio, Ludmila M.A. (57190295053); Silvano, Renato A.M. (6602535117)","55882559800; 57190295053; 6602535117","Fishers’ ecological knowledge to support conservation of reef fish (groupers) in the tropical Atlantic","2021","Ocean and Coastal Management","204","","105543","","","","10","10.1016/j.ocecoaman.2021.105543","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100606601&doi=10.1016%2fj.ocecoaman.2021.105543&partnerID=40&md5=58b87e59f5bb8a63ee98f2566ff3d156","Article","Final","","Scopus","2-s2.0-85100606601"
"Mascarenhas A.R.P.; Sccoti M.S.V.; Melo R.R.D.; Correâ F.L.D.O.; Souza E.F.M.D.; Pimenta A.S.","Mascarenhas, Adriano Reis Prazeres (57218893641); Sccoti, Marta Silvana Volpato (52564461000); Melo, Rafael Rodolfo De (17345066800); Correâ, Fernando Luiz De Oliveira (57219778185); Souza, Emanuel Fernando Maia De (57219773487); Pimenta, Alexandre Santos (56228389300)","57218893641; 52564461000; 17345066800; 57219778185; 57219773487; 56228389300","Quality assessment of teak (Tectona grandis) wood from trees grown in a multi-stratified agroforestry system established in an Amazon rainforest area","2021","Holzforschung","75","5","","409","418","9","6","10.1515/hf-2020-0082","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095458159&doi=10.1515%2fhf-2020-0082&partnerID=40&md5=718481e2a52de5b0ec92fe39ef111eca","Article","Final","","Scopus","2-s2.0-85095458159"
"Antongiovanni M.; Venticinque E.M.; Tambosi L.R.; Matsumoto M.; Metzger J.P.; Fonseca C.R.","Antongiovanni, Marina (6507564757); Venticinque, Eduardo M. (6505876898); Tambosi, Leandro R. (26647097800); Matsumoto, Marcelo (55975178300); Metzger, Jean Paul (56462138300); Fonseca, Carlos Roberto (55989546500)","6507564757; 6505876898; 26647097800; 55975178300; 56462138300; 55989546500","Restoration priorities for Caatinga dry forests: Landscape resilience, connectivity and biodiversity value","2022","Journal of Applied Ecology","59","9","","2287","2298","11","13","10.1111/1365-2664.14131","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125520644&doi=10.1111%2f1365-2664.14131&partnerID=40&md5=484b88728e53f7f8b7f6afe9de67389b","Article","Final","","Scopus","2-s2.0-85125520644"
"Da Costa Bomfim A.; Farias D.S.D.D.; Silva F.J.D.L.; Rossi S.; Gavilan S.A.; Santana V.G.D.S.; Pontes C.S.","Da Costa Bomfim, Aline (57209500689); Farias, Daniel Solon Dias De (57218371909); Silva, Flávio José De Lima (25960372900); Rossi, Silmara (26641463100); Gavilan, Simone Almeida (57193931641); Santana, Vinícius Gabriel Da Silva (57667232500); Pontes, Cibele Soares (13611169800)","57209500689; 57218371909; 25960372900; 26641463100; 57193931641; 57667232500; 13611169800","Impact of the socioeconomic activities on sea turtle conservation in the Potiguar Basin, north-eastern Brazil (2010-2019)","2022","Marine and Freshwater Research","73","5","","636","648","12","2","10.1071/MF21246","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126021376&doi=10.1071%2fMF21246&partnerID=40&md5=3cf7fa8c1b605e145a8d44234d7df53d","Article","Final","","Scopus","2-s2.0-85126021376"
"de ASSIS N.M.; Góis J.S.; de FREITAS-NETO J.F.; Barbosa F.R.; Baseia I.G.","de ASSIS, Nathalia Mendonça (57576056700); Góis, Jefferson dos Santos (57793218400); de FREITAS-NETO, Julimar Freire (57793776100); Barbosa, Flávia Rodrigues (55666846600); Baseia, Iuri Goulart (6602907330)","57576056700; 57793218400; 57793776100; 55666846600; 6602907330","Checklist of Amazonian gasteroid fungi (Agaricomycetidae, Phallomycetidae, Basidiomycota); [Checklist de fungos gasteroides da Amazônia (Agaricomycetidae, Phallomycetidae, Basidiomycota)]","2022","Acta Amazonica","52","2","","131","141","10","3","10.1590/1809-4392202101730","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133884624&doi=10.1590%2f1809-4392202101730&partnerID=40&md5=a153e1d859a5d1d384456e4916494ef2","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85133884624"
"de Paula Silva J.; Alves G.B.; Ross J.L.S.; de Oliveira F.S.; do Nascimento M.A.L.; Felini M.G.; Manosso F.C.; Pereira D.Í.","de Paula Silva, Juliana (56382412600); Alves, Grace Bungenstab (57214190901); Ross, Jurandyr Luciano Sanches (57213526399); de Oliveira, Fábio Soares (57224187449); do Nascimento, Marcos Antônio Leite (55359812000); Felini, Mateus Grochoski (57226856628); Manosso, Fernando César (54414543600); Pereira, Diamantino Ínsua (55762500500)","56382412600; 57214190901; 57213526399; 57224187449; 55359812000; 57226856628; 54414543600; 55762500500","The Geodiversity of Brazil: Quantification, Distribution, and Implications for Conservation Areas","2021","Geoheritage","13","3","75","","","","28","10.1007/s12371-021-00598-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113157332&doi=10.1007%2fs12371-021-00598-0&partnerID=40&md5=e14d9fdf936023d65edf05722730ab32","Article","Final","","Scopus","2-s2.0-85113157332"
"Neves A.G.D.S.; Pinheiro L.G.; Fajardo C.G.; Vieira F.A.","Neves, Abidã Gênesis da Silva (57723995100); Pinheiro, Luciana Gomes (57211280963); Fajardo, Cristiane Gouvêa (36682240900); Vieira, Fábio de Almeida (57220478829)","57723995100; 57211280963; 36682240900; 57220478829","Genetic diversity of Syagrus cearensis Noblick in natural populations: implications for conservation of genetic resources","2022","Acta Scientiarum - Biological Sciences","44","","e56400","","","","0","10.4025/actascibiolsci.v44i1.56400","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131225566&doi=10.4025%2factascibiolsci.v44i1.56400&partnerID=40&md5=1511885e6135d62ea15714eba9242893","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85131225566"
"de Medeiros L.S.; Ferreira-Araújo T.; Lazzarotto H.; Lima S.M.Q.","de Medeiros, Lucas Silva (57217541626); Ferreira-Araújo, Thais (57219550252); Lazzarotto, Henrique (15725318700); Lima, Sergio Maia Queiroz (57191822053)","57217541626; 57219550252; 15725318700; 57191822053","Type locality, distribution and conservation of the threatened catfish Taunayia bifasciata (Eigenmann & Norris 1900) (Siluriformes: Heptapteridae) in the Atlantic Forest streams of Southeastern Brazil","2022","Zootaxa","5154","5","","595","600","5","1","10.11646/zootaxa.5154.5.8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137659334&doi=10.11646%2fzootaxa.5154.5.8&partnerID=40&md5=89b5881c82d01351f36f236675fd935e","Article","Final","","Scopus","2-s2.0-85137659334"
"Menezes J.; Moura B.","Menezes, J. (13805898100); Moura, B. (57203140493)","13805898100; 57203140493","Mobility-limiting antipredator response in the rock-paper-scissors model","2021","Physical Review E","104","5","054201","","","","14","10.1103/PhysRevE.104.054201","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119063325&doi=10.1103%2fPhysRevE.104.054201&partnerID=40&md5=0e06d7a9ea9e968beacb61de8c53e0a6","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85119063325"
"da Silva Lopes-Nunes A.L.; Nunes L.J.; da Silva M.K.A.G.; de Holanda A.C.; do Prado Costa. M.","da Silva Lopes-Nunes, Ana Luiza (57665223200); Nunes, Lucas Jean (57666814700); da Silva, Maria Kely Alves Gomes (57253973000); de Holanda, Alan Caue (36127488500); do Prado Costa., Malcon (36695791900)","57665223200; 57666814700; 57253973000; 36127488500; 36695791900","BALANCE BETWEEN BIOMASS SUPPLY AND DEMAND IN THE RED CERAMICS SECTOR OF RIO GRANDE DO NORTE, BRAZIL","2022","Floresta","52","","","284","293","9","1","10.5380/rf.v52i2.76998","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129441709&doi=10.5380%2frf.v52i2.76998&partnerID=40&md5=10e55cfcddc6460b34a84aff1c7feca9","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85129441709"
"Campos-Silva J.V.; Peres C.A.; Hawes J.E.; Haugaasen T.; Freitas C.T.; Ladle R.J.; Lopes P.F.M.","Campos-Silva, João V. (57208457270); Peres, Carlos A. (7005085103); Hawes, Joseph E. (23134859100); Haugaasen, Torbjørn (8290336100); Freitas, Carolina T. (57216994191); Ladle, Richard J. (6602999130); Lopes, Priscila F.M. (56468837900)","57208457270; 7005085103; 23134859100; 8290336100; 57216994191; 6602999130; 56468837900","Sustainable-use protected areas catalyze enhanced livelihoods in rural Amazonia","2021","Proceedings of the National Academy of Sciences of the United States of America","118","40","e2105480118","","","","25","10.1073/pnas.2105480118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115908659&doi=10.1073%2fpnas.2105480118&partnerID=40&md5=7b886b5dd9259db9d91e5b5af295457f","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85115908659"
"Saad S.I.; Mota da Silva J.; Ponette-González A.G.; Silva M.L.N.; da Rocha H.R.","Saad, Sandra I. (55938982200); Mota da Silva, Jonathan (57194043861); Ponette-González, Alexandra G. (16203386300); Silva, Marx Leandro Naves (35588487500); da Rocha, Humberto R. (6602159587)","55938982200; 57194043861; 16203386300; 35588487500; 6602159587","Modeling the on-site and off-site benefits of Atlantic forest conservation in a Brazilian watershed","2021","Ecosystem Services","48","","101260","","","","8","10.1016/j.ecoser.2021.101260","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101342444&doi=10.1016%2fj.ecoser.2021.101260&partnerID=40&md5=be106881ab971f7911169c12d2079f2c","Article","Final","","Scopus","2-s2.0-85101342444"
